"TIMESTAMP","RECORD","u","v","w","Ts","CH4","N2O","H2O","Flowrate"
"2022-08-18 07:00:04.4",7674113,-1.139018,0.2867457,-0.3040035,26.42441,2315.22,339.148,17149000,12.23491
"2022-08-18 07:00:04.5",7674114,-1.15893,0.2973659,-0.2628502,26.42043,2318.85,339.28,17152800,12.23491
"2022-08-18 07:00:04.6",7674115,-1.180171,0.2761255,-0.2124042,26.4045,2319.08,339.068,17165400,12.23491
"2022-08-18 07:00:04.7",7674116,-1.11114,0.3265715,-0.3398467,26.40051,2318.15,338.93,17186000,12.23491
"2022-08-18 07:00:04.8",7674117,-1.168223,0.2761255,-0.3239164,26.4045,2320.57,339.13,17141400,12.23491
"2022-08-18 07:00:04.9",7674118,-1.181498,0.277453,-0.3239164,26.41644,2318.46,339.166,17178700,12.23491
"2022-08-18 07:00:05",7674119,-1.201411,0.2761255,-0.2907283,26.42839,2318.27,339.822,17184000,12.23491
"2022-08-18 07:00:05.1",7674120,-1.152293,0.1593032,-0.3332091,26.42043,2315.37,339.159,17186100,12.23491
"2022-08-18 07:00:05.2",7674121,-1.168223,0.2283345,-0.3239164,26.41644,2316.29,339.608,17148100,12.23491
"2022-08-18 07:00:05.3",7674122,-1.152293,0.1500105,-0.3119687,26.41644,2317.24,339.541,17212400,12.23491
"2022-08-18 07:00:05.4",7674123,-1.170878,0.148683,-0.1712509,26.42839,2318.3,338.698,17194300,12.23491
"2022-08-18 07:00:05.5",7674124,-1.182826,0.2163868,-0.3730349,26.41644,2316.1,339.205,17167000,12.23491
"2022-08-18 07:00:05.6",7674125,-1.120432,0.2575401,-0.3053311,26.42043,2319.31,339.72,17184700,12.23491
"2022-08-18 07:00:05.7",7674126,-1.161585,0.1978014,-0.2628502,26.41644,2319.39,338.871,17183300,12.23491
"2022-08-18 07:00:05.8",7674127,-1.189464,0.176561,-0.1924913,26.42839,2313.28,338.542,17153700,12.23491
"2022-08-18 07:00:05.9",7674128,-1.212031,0.1274425,-0.1831986,26.43238,2319.76,339.096,17133600,12.23491
"2022-08-18 07:00:06",7674129,-1.249202,0.1473554,-0.1818711,26.40051,2318.45,338.925,17175800,12.23491
"2022-08-18 07:00:06.1",7674130,-1.237255,0.1553206,-0.2004565,26.40051,2319.47,339.52,17152900,12.23491
"2022-08-18 07:00:06.2",7674131,-1.212031,0.1274425,-0.1646133,26.39653,2317.62,339.167,17074500,12.23491
"2022-08-18 07:00:06.3",7674132,-1.200084,0.1274425,-0.1699234,26.38857,2319.93,339.701,17145500,12.23491
"2022-08-18 07:00:06.4",7674133,-1.170878,0.1380627,-0.2203694,26.36865,2317.37,339.309,17147200,12.23491
"2022-08-18 07:00:06.5",7674134,-1.221324,0.1154948,-0.2535575,26.40051,2319.89,338.279,17169500,12.23491
"2022-08-18 07:00:06.6",7674135,-1.381955,0.1062021,-0.353122,26.55185,2319.17,338.873,17141300,12.23491
"2022-08-18 07:00:06.7",7674136,-1.310268,0.2349721,-0.3624147,26.87444,2322.41,339.212,17159000,12.23491
"2022-08-18 07:00:06.8",7674137,-1.189464,0.37569,-0.3398467,26.7709,2322.01,339.383,17151300,12.23491
"2022-08-18 07:00:06.9",7674138,-1.328854,0.3478119,-0.1539931,26.79877,2319.97,339.206,17150200,12.23491
"2022-08-18 07:00:07",7674139,-1.408505,0.1964739,-0.002655053,26.78683,2320.78,339.621,17157100,12.23491
"2022-08-18 07:00:07.1",7674140,-1.431073,0.2482474,-0.001327526,26.58371,2322.71,339.825,17173100,12.23491
"2022-08-18 07:00:07.2",7674141,-1.478864,0.1646133,-0.2416098,26.69124,2317.36,339.252,17168800,12.23491
"2022-08-18 07:00:07.3",7674142,-1.520018,0.456669,-0.3770175,27.00587,2321.79,339.71,17130900,12.23491
"2022-08-18 07:00:07.4",7674143,-1.440366,0.4765819,-0.3040035,27.03374,2321.39,338.996,17162800,12.23491
"2022-08-18 07:00:07.5",7674144,-1.421781,0.4885297,-0.3332091,26.92622,2320.25,339.357,17155600,12.23491
"2022-08-18 07:00:07.6",7674145,-1.372662,0.4553415,-0.3332091,26.91029,2314.19,339.645,17121800,12.23491
"2022-08-18 07:00:07.7",7674146,-1.258495,0.4553415,-0.3730349,26.96604,2316.18,338.877,17125400,12.23491
"2022-08-18 07:00:07.8",7674147,-1.180171,0.4473764,-0.353122,27.02578,2316.03,338.557,17138900,12.23491
"2022-08-18 07:00:07.9",7674148,-1.140345,0.3053311,-0.3119687,26.91029,2316.36,338.552,17159000,12.23491
"2022-08-18 07:00:08",7674149,-1.139018,0.2362997,-0.2535575,26.76293,2315.21,339.1,17138900,12.23491
"2022-08-18 07:00:08.1",7674150,-1.150965,0.2336446,-0.2907283,26.61159,2314.85,339.429,17128400,12.23491
"2022-08-18 07:00:08.2",7674151,-1.202739,0.07699653,-0.3332091,26.42839,2313,338.684,17141000,12.23491
"2022-08-18 07:00:08.3",7674152,-1.230617,0.03584321,-0.3119687,26.45627,2312.64,339.093,17083900,12.23491
"2022-08-18 07:00:08.4",7674153,-1.189464,0.2150593,-0.2827631,26.43636,2313.29,339.275,17146700,12.23491
"2022-08-18 07:00:08.5",7674154,-1.230617,0.1858537,-0.2336446,26.44034,2311.92,340.083,17150200,12.23491
"2022-08-18 07:00:08.6",7674155,-1.189464,0.1778885,-0.1632857,26.44432,2313.81,338.804,17156400,12.23491
"2022-08-18 07:00:08.7",7674156,-1.219997,0.227007,-0.1420453,26.46025,2313.11,339.563,17110200,12.23491
"2022-08-18 07:00:08.8",7674157,-1.190791,0.2973659,-0.1128397,26.48813,2309.68,339.078,17096400,12.23491
"2022-08-18 07:00:08.9",7674158,-1.231944,0.2761255,-0.003982579,26.52398,2311.54,338.771,17116500,12.23491
"2022-08-18 07:00:09",7674159,-1.351422,0.2057666,-0.1208049,26.43636,2313.6,339.388,17090000,12.23491
"2022-08-18 07:00:09.1",7674160,-1.310268,0.1473554,-0.09027179,26.38458,2310.36,339.425,17132000,12.23491
"2022-08-18 07:00:09.2",7674161,-1.279735,0.1354077,-0.07168642,26.38458,2312.47,339.108,17093200,12.23491
"2022-08-18 07:00:09.3",7674162,-1.287701,0.1566481,-0.08363415,26.38458,2313.56,339.643,17080800,12.23491
"2022-08-18 07:00:09.4",7674163,-1.270443,0.1154948,-0.09292684,26.40051,2312.19,338.943,17077600,12.23491
"2022-08-18 07:00:09.5",7674164,-1.259822,0.006637631,-0.05310105,26.42043,2313.33,339.046,17122000,12.23491
"2022-08-18 07:00:09.6",7674165,-1.302303,0.07832405,-0.1048746,26.43238,2314.8,339.044,17079400,12.23491
"2022-08-18 07:00:09.7",7674166,-1.290356,0.06637631,-0.1062021,26.39653,2313.15,339.27,17096300,12.23491
"2022-08-18 07:00:09.8",7674167,-1.339474,0.126115,-0.1924913,26.42043,2314.78,338.467,17117500,12.23491
"2022-08-18 07:00:09.9",7674168,-1.339474,0.1168223,-0.1340802,26.39255,2315.51,338.98,17081700,12.23491
"2022-08-18 07:00:10",7674169,-1.339474,0.02787805,-0.1420453,26.4045,2313.22,339.497,17109200,12.23491
"2022-08-18 07:00:10.1",7674170,-1.351422,0.08628921,-0.09292684,26.39653,2312.36,339.452,17099500,12.23491
"2022-08-18 07:00:10.2",7674171,-1.331509,0.02787805,-0.1128397,26.4045,2311.42,339.145,17095000,12.23491
"2022-08-18 07:00:10.3",7674172,-1.289028,-0.002655053,-0.1208049,26.42043,2314.12,339.21,17097700,12.23491
"2022-08-18 07:00:10.4",7674173,-1.289028,0.05708363,-0.1539931,26.40051,2313.08,339.793,17136800,12.23491
"2022-08-18 07:00:10.5",7674174,-1.300976,0.06637631,-0.1327526,26.39255,2312.59,339.317,17118700,12.23491
"2022-08-18 07:00:10.6",7674175,-1.290356,0.07699653,-0.1128397,26.4045,2311.34,339.344,17126800,12.23491
"2022-08-18 07:00:10.7",7674176,-1.251857,0.09690942,-0.1128397,26.4045,2312.67,339.248,17113000,12.23491
"2022-08-18 07:00:10.8",7674177,-1.23991,0.148683,-0.08363415,26.40051,2311.85,339.336,17108600,12.23491
"2022-08-18 07:00:10.9",7674178,-1.238582,0.1553206,-0.1035471,26.42839,2313.5,339.045,17110600,12.23491
"2022-08-18 07:00:11",7674179,-1.251857,0.2163868,-0.07035889,26.44432,2312.3,339.605,17138800,12.23491
"2022-08-18 07:00:11.1",7674180,-1.229289,0.1646133,0.01593032,26.4961,2310.44,338.812,17094800,12.23491
"2022-08-18 07:00:11.2",7674181,-1.300976,0.1553206,-0.01327526,26.44034,2309.98,338.994,17119800,12.23491
"2022-08-18 07:00:11.3",7674182,-1.339474,0.2057666,-0.04248084,26.42839,2311.23,339.132,17106200,12.23491
"2022-08-18 07:00:11.4",7674183,-1.328854,0.1141673,-0.06106621,26.44432,2312.16,339.348,17157600,12.23491
"2022-08-18 07:00:11.5",7674184,-1.311596,0.02787805,-0.09159932,26.43636,2309.97,340.039,17156000,12.23491
"2022-08-18 07:00:11.6",7674185,-1.311596,0.01593032,-0.07168642,26.44034,2310.89,339.173,17089500,12.23491
"2022-08-18 07:00:11.7",7674186,-1.290356,-0.001327526,-0.05310105,26.43636,2309.43,339.688,17141300,12.23491
"2022-08-18 07:00:11.8",7674187,-1.259822,-0.06239374,-0.02124042,26.44034,2314.38,339.394,17152300,12.23491
"2022-08-18 07:00:11.9",7674188,-1.219997,-0.06106621,-0.002655053,26.42839,2309.55,339.141,17095800,12.23491
"2022-08-18 07:00:12",7674189,-1.200084,-0.05310105,0.006637631,26.43636,2310.82,339.198,17079800,12.23491
"2022-08-18 07:00:12.1",7674190,-1.190791,-0.05177353,-0.002655053,26.43636,2312.2,338.765,17118900,12.23491
"2022-08-18 07:00:12.2",7674191,-1.172206,-0.06106621,-0.001327526,26.44034,2310.18,339.513,17061400,12.23491
"2022-08-18 07:00:12.3",7674192,-1.13238,-0.05310105,0.03451568,26.43238,2313.87,339.888,17105300,12.23491
"2022-08-18 07:00:12.4",7674193,-1.168223,-0.04248084,0.02787805,26.42839,2310.25,338.834,17094100,12.23491
"2022-08-18 07:00:12.5",7674194,-1.160258,0.01593032,0.006637631,26.42839,2310.49,339.366,17100700,12.23491
"2022-08-18 07:00:12.6",7674195,-1.11114,0.01725784,-0.001327526,26.4045,2310.54,339.517,17105100,12.23491
"2022-08-18 07:00:12.7",7674196,-1.089899,0.006637631,-0.01327526,26.38857,2312.67,339.167,17111600,12.23491
"2022-08-18 07:00:12.8",7674197,-1.099192,0.02787805,0.01593032,26.27307,2309.23,338.609,17088900,12.23491
"2022-08-18 07:00:12.9",7674198,-1.031488,-0.02256795,-0.001327526,26.35272,2311.19,339.012,17101700,12.23491
"2022-08-18 07:00:13",7674199,-1.112467,-0.001327526,-0.002655053,26.27307,2311.34,339.181,17069200,12.23491
"2022-08-18 07:00:13.1",7674200,-1.099192,-0.05310105,-0.04248084,26.33281,2308.91,339.316,17107900,12.23491
"2022-08-18 07:00:13.2",7674201,-1.160258,-0.001327526,-0.08363415,26.3129,2310.05,339.031,17141300,12.23491
"2022-08-18 07:00:13.3",7674202,-1.181498,-0.03318816,-0.07168642,26.32485,2310.27,339.841,17077900,12.23491
"2022-08-18 07:00:13.4",7674203,-1.169551,-0.01991289,-0.05310105,26.29697,2308.18,339.386,17115700,12.23491
"2022-08-18 07:00:13.5",7674204,-1.141673,-0.06239374,-0.03186063,26.30493,2312.74,339.689,17131900,12.23491
"2022-08-18 07:00:13.6",7674205,-1.141673,0.04779094,-0.09159932,26.36865,2310.95,338.518,17098700,12.23491
"2022-08-18 07:00:13.7",7674206,-1.079279,0.01593032,-0.1115122,26.3129,2310.85,339.849,17086900,12.23491
"2022-08-18 07:00:13.8",7674207,-1.083261,0,-0.1115122,26.36069,2312.91,339.382,17116500,12.23491
"2022-08-18 07:00:13.9",7674208,-1.100519,0.02920558,-0.07035889,26.35272,2312.2,339.723,17100100,12.23491
"2022-08-18 07:00:14",7674209,-1.170878,0.01593032,-0.1035471,26.16554,2313.37,338.699,17111100,12.23491
"2022-08-18 07:00:14.1",7674210,-1.180171,-0.04115332,-0.1208049,26.14563,2314.36,338.535,17147600,12.23491
"2022-08-18 07:00:14.2",7674211,-1.231944,-0.05442858,-0.1128397,26.17351,2313.88,338.88,17103700,12.23491
"2022-08-18 07:00:14.3",7674212,-1.230617,-0.03186063,-0.1340802,26.15758,2311.54,338.926,17069100,12.23491
"2022-08-18 07:00:14.4",7674213,-1.230617,-0.04248084,-0.1712509,26.22927,2313.2,338.957,17090800,12.23491
"2022-08-18 07:00:14.5",7674214,-1.219997,-0.06106621,-0.2124042,26.23723,2310.86,338.717,17083000,12.23491
"2022-08-18 07:00:14.6",7674215,-1.180171,-0.06239374,-0.1831986,26.23723,2311.16,339.175,17074800,12.23491
"2022-08-18 07:00:14.7",7674216,-1.182826,-0.07035889,-0.1606307,26.21732,2314.14,339.337,17125400,12.23491
"2022-08-18 07:00:14.8",7674217,-1.181498,-0.07168642,-0.1619582,26.21732,2309.42,339.125,17113300,12.23491
"2022-08-18 07:00:14.9",7674218,-1.230617,-0.06239374,-0.1194774,26.20139,2313.56,338.995,17158700,12.23491
"2022-08-18 07:00:15",7674219,-1.331509,0.02920558,-0.1208049,26.2452,2311.47,338.561,17106200,12.23491
"2022-08-18 07:00:15.1",7674220,-1.311596,0.0557561,-0.1420453,26.27307,2314.33,338.516,17109500,12.23491
"2022-08-18 07:00:15.2",7674221,-1.310268,0.02787805,-0.1539931,26.29697,2312.03,339.567,17081600,12.23491
"2022-08-18 07:00:15.3",7674222,-1.251857,0.006637631,-0.1712509,26.29697,2313.06,338.398,17103600,12.23491
"2022-08-18 07:00:15.4",7674223,-1.270443,-0.001327526,-0.1818711,26.14961,2309.57,339.365,17099900,12.23491
"2022-08-18 07:00:15.5",7674224,-1.310268,-0.04248084,-0.2601952,26.13766,2305.15,339.505,17103700,12.23491
"2022-08-18 07:00:15.6",7674225,-1.253185,-0.01194774,-0.2734704,26.07793,2302.05,339.089,17096100,12.23491
"2022-08-18 07:00:15.7",7674226,-1.318234,-0.01327526,-0.2416098,26.06598,2299.88,338.415,17123000,12.23491
"2022-08-18 07:00:15.8",7674227,-1.360714,0.03584321,-0.2124042,26.05005,2298.49,339.195,17066800,12.23491
"2022-08-18 07:00:15.9",7674228,-1.372662,-0.02124042,-0.2734704,26.03412,2297.21,338.847,17053300,12.23491
"2022-08-18 07:00:16",7674229,-1.381955,-0.08230663,-0.1420453,26.03014,2296.18,338.619,17068200,12.23491
"2022-08-18 07:00:16.1",7674230,-1.439038,-0.06239373,-0.1818711,26.02217,2290.88,338.985,16995800,12.23491
"2022-08-18 07:00:16.2",7674231,-1.431073,-0.05310105,-0.1831986,26.06199,2289.4,338.536,17038800,12.23491
"2022-08-18 07:00:16.3",7674232,-1.450986,0.006637631,-0.2031115,26.11377,2286.96,337.912,17048400,12.23491
"2022-08-18 07:00:16.4",7674233,-1.480192,0.006637631,-0.2124042,26.13766,2283.76,337.941,17040500,12.23491
"2022-08-18 07:00:16.5",7674234,-1.489484,0.09690941,-0.2124042,26.13766,2281.31,339.007,17011900,12.23491
"2022-08-18 07:00:16.6",7674235,-1.472227,0.1367352,-0.2323171,26.16156,2286.11,338.665,16983100,12.23491
"2022-08-18 07:00:16.7",7674236,-1.50276,0.1154948,-0.2124042,26.20935,2280.85,338.851,16984000,12.23491
"2022-08-18 07:00:16.8",7674237,-1.501432,0.1473554,-0.1911638,26.20935,2286.03,339.246,16961200,12.23491
"2022-08-18 07:00:16.9",7674238,-1.521345,0.1141673,-0.1699234,26.20138,2285.01,338.612,16951800,12.23491
"2022-08-18 07:00:17",7674239,-1.561171,0.1778885,-0.1420453,26.17351,2290.5,338.556,16983200,12.23491
"2022-08-18 07:00:17.1",7674240,-1.50276,0.1367352,-0.1831986,26.20138,2293.38,337.877,16977000,12.23491
"2022-08-18 07:00:17.2",7674241,-1.489484,0.09690941,-0.201784,26.21731,2298.68,339.125,16967000,12.23491
"2022-08-18 07:00:17.3",7674242,-1.460279,0.126115,-0.2110767,26.22528,2297.68,338.864,17028100,12.23491
"2022-08-18 07:00:17.4",7674243,-1.512052,0.1274425,-0.1831986,26.22926,2302.34,338.306,16988200,12.23491
"2022-08-18 07:00:17.5",7674244,-1.489484,0.1486829,-0.1911638,26.22528,2306.86,339.392,17010700,12.23491
"2022-08-18 07:00:17.6",7674245,-1.489484,0.1646132,-0.201784,26.23324,2304.08,338.922,17040000,12.23491
"2022-08-18 07:00:17.7",7674246,-1.460279,0.1646132,-0.1712509,26.21731,2308.17,339.16,17014200,12.23491
"2022-08-18 07:00:17.8",7674247,-1.461606,0.1566481,-0.1712509,26.22528,2310.04,338.235,17044000,12.23491
"2022-08-18 07:00:17.9",7674248,-1.431073,0.1274425,-0.1831986,26.23723,2312,338.897,17053200,12.23491
"2022-08-18 07:00:18",7674249,-1.431073,0.1566481,-0.1911638,26.25316,2311.74,339.397,17046600,12.23491
"2022-08-18 07:00:18.1",7674250,-1.431073,0.1274425,-0.201784,26.24121,2312.47,339.138,17101200,12.23491
"2022-08-18 07:00:18.2",7674251,-1.41116,0.1154948,-0.2031115,26.25316,2312.12,339.032,17038400,12.23491
"2022-08-18 07:00:18.3",7674252,-1.401868,0.126115,-0.1818711,26.24519,2312.95,339.731,17079800,12.23491
"2022-08-18 07:00:18.4",7674253,-1.381955,0.1154948,-0.1831986,26.20935,2314.12,339.477,17058300,12.23491
"2022-08-18 07:00:18.5",7674254,-1.40054,0.09690941,-0.1831986,26.14165,2313.62,339.092,17055700,12.23491
"2022-08-18 07:00:18.6",7674255,-1.38992,0.1274425,-0.2323171,26.14563,2311.99,339.002,17087600,12.23491
"2022-08-18 07:00:18.7",7674256,-1.40054,0.2137317,-0.2323171,26.20138,2312.64,339.552,17105600,12.23491
"2022-08-18 07:00:18.8",7674257,-1.380627,0.1473554,-0.2402822,26.22528,2314.6,338.088,17091200,12.23491
"2022-08-18 07:00:18.9",7674258,-1.362042,0.1274425,-0.2203693,26.17351,2314.39,339.466,17063400,12.23491
"2022-08-18 07:00:19",7674259,-1.339474,0.1274425,-0.2124042,26.15359,2311.69,339.084,17107600,12.23491
"2022-08-18 07:00:19.1",7674260,-1.331509,0.1274425,-0.2031115,26.13766,2311.75,339.025,17100200,12.23491
"2022-08-18 07:00:19.2",7674261,-1.339474,0.02787805,-0.1831986,26.07792,2312.14,339.058,17127300,12.23491
"2022-08-18 07:00:19.3",7674262,-1.290355,0.06504878,-0.2031115,26.07792,2312.45,339.621,17138700,12.23491
"2022-08-18 07:00:19.4",7674263,-1.302303,0.04779094,-0.1712509,26.06598,2312.86,338.972,17078600,12.23491
"2022-08-18 07:00:19.5",7674264,-1.290355,-0.001327526,-0.1407178,26.06996,2313.6,339.51,17123500,12.23491
"2022-08-18 07:00:19.6",7674265,-1.319561,0.01460279,-0.2031115,26.07792,2312.98,339.305,17100400,12.23491
"2022-08-18 07:00:19.7",7674266,-1.362042,0.02787805,-0.1818711,26.05801,2312.96,338.939,17091200,12.23491
"2022-08-18 07:00:19.8",7674267,-1.269115,-0.002655052,-0.1911638,26.05005,2313.34,339.704,17076400,12.23491
"2022-08-18 07:00:19.9",7674268,-1.231944,0.01725784,-0.25223,26.07792,2313.63,339.319,17117300,12.23491
"2022-08-18 07:00:20",7674269,-1.26115,0.1075296,-0.302676,26.14563,2311.5,339.3,17119200,12.23491
"2022-08-18 07:00:20.1",7674270,-1.380627,0.1659408,-0.3225889,26.13766,2309.88,339.529,17094900,12.23491
"2022-08-18 07:00:20.2",7674271,-1.431073,0.2070941,-0.1831986,26.13368,2311.89,338.33,17097400,12.23491
"2022-08-18 07:00:20.3",7674272,-1.401868,0.2562126,-0.153993,26.16554,2312.13,339.314,17116800,12.23491
"2022-08-18 07:00:20.4",7674273,-1.372662,0.2867457,-0.1327526,26.16952,2310.55,339.525,17087500,12.23491
"2022-08-18 07:00:20.5",7674274,-1.360714,0.2694878,-0.1327526,26.17351,2307.54,338.889,17093200,12.23491
"2022-08-18 07:00:20.6",7674275,-1.360714,0.2150592,-0.103547,26.11377,2310.71,339.413,17057700,12.23491
"2022-08-18 07:00:20.7",7674276,-1.289028,0.2150592,-0.08363415,26.10978,2311.68,339.267,17079500,12.23491
"2022-08-18 07:00:20.8",7674277,-1.320889,0.2681603,-0.06239373,26.10978,2313.22,339.079,17134600,12.23491
"2022-08-18 07:00:20.9",7674278,-1.319561,0.3186063,-0.1115122,26.20537,2310.58,339.097,17089100,12.23491
"2022-08-18 07:00:21",7674279,-1.331509,0.305331,-0.1327526,26.21333,2309.15,338.78,17124300,12.23491
"2022-08-18 07:00:21.1",7674280,-1.352749,0.2986934,-0.07035889,26.14165,2313.2,339.161,17126600,12.23491
"2022-08-18 07:00:21.2",7674281,-1.290355,0.3066585,-0.103547,26.15758,2315.78,339.46,17103000,12.23491
"2022-08-18 07:00:21.3",7674282,-1.291683,0.3186063,-0.1699234,26.24121,2310.21,339.143,17071400,12.23491
"2022-08-18 07:00:21.4",7674283,-1.290355,0.3265714,-0.1619582,26.25714,2312.23,338.804,17079200,12.23491
"2022-08-18 07:00:21.5",7674284,-1.331509,0.3066585,-0.1619582,26.21333,2315.08,338.89,17073900,12.23491
"2022-08-18 07:00:21.6",7674285,-1.281063,0.3345366,-0.1712509,26.23324,2314.87,338.876,17112200,12.23491
"2022-08-18 07:00:21.7",7674286,-1.281063,0.355777,-0.1712509,26.22926,2316.27,339.25,17097500,12.23491
"2022-08-18 07:00:21.8",7674287,-1.281063,0.3358641,-0.1699234,26.25316,2313.33,339.15,17106300,12.23491
"2022-08-18 07:00:21.9",7674288,-1.290355,0.3265714,-0.1831986,26.24519,2320.95,339.476,17121100,12.23491
"2022-08-18 07:00:22",7674289,-1.331509,0.3252439,-0.1818711,26.22528,2318.73,339.111,17131100,12.23491
"2022-08-18 07:00:22.1",7674290,-1.339474,0.3265714,-0.1725784,26.20138,2318.62,339.329,17101400,12.23491
"2022-08-18 07:00:22.2",7674291,-1.311596,0.3186063,-0.2031115,26.23723,2321.92,339.111,17141000,12.23491
"2022-08-18 07:00:22.3",7674292,-1.290355,0.327899,-0.1712509,26.19342,2317.83,339.087,17061800,12.23491
"2022-08-18 07:00:22.4",7674293,-1.28239,0.3371916,-0.1699234,26.18147,2317.48,339.469,17131500,12.23491
"2022-08-18 07:00:22.5",7674294,-1.339474,0.3478118,-0.1327526,26.14563,2319.89,338.709,17105600,12.23491
